"pais_codigo","pais_nome","esporte_codigo","esporte_nome","evento_genero","evento_medalha","evento_atleta","evento_data"
"GBR","Grã-Bretanha","GAR","Ginástica Artística","Homens","Bronze","Jake JARMAN","2024-08-03"
"GBR","Grã-Bretanha","GAR","Ginástica Artística","Homens","Bronze","Harry HEPWORTH","2024-08-04"
"GBR","Grã-Bretanha","GTR","Ginástica de Trampolim","Mulheres","Ouro","Bryony PAGE","2024-08-02"
"GBR","Grã-Bretanha","GLF","Golfe","Homens","Prata","Tommy FLEETWOOD","2024-08-04"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Ouro","Great Britain","2024-07-29"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Ouro","Great Britain","2024-08-02"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Bronze","Laura COLLETT","2024-07-29"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Bronze","Great Britain","2024-08-03"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Bronze","Charlotte FRY","2024-08-04"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Ouro","Great Britain","2024-07-30"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Benjamin PROUD","2024-08-02"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Matthew RICHARDS","2024-07-29"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Adam PEATY","2024-07-28"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Duncan SCOTT","2024-08-02"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Ouro","CRAIG/GRANT","2024-08-02"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Ouro","Great Britain","2024-07-31"
"GBR","Grã-Bretanha","ROW","Remo","Homens","Ouro","Great Britain","2024-08-03"
"GBR","Grã-Bretanha","ROW","Remo","Homens","Prata","WYNNE-GRIF/GEORGE","2024-08-02"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Prata","Great Britain","2024-08-01"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Bronze","HODGKINS B/WILDE","2024-08-01"
"GBR","Grã-Bretanha","ROW","Remo","Homens","Bronze","Great Britain","2024-08-01"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Bronze","Great Britain","2024-08-03"
"GBR","Grã-Bretanha","DIV","Saltos Ornamentais","Homens","Prata","DALEY/WILLIAMS","2024-07-29"
"GBR","Grã-Bretanha","DIV","Saltos Ornamentais","Mulheres","Bronze","HARPER/MEW JENSEN","2024-07-27"
"GBR","Grã-Bretanha","DIV","Saltos Ornamentais","Mulheres","Bronze","SPENDOLINI/TOULSON","2024-07-31"
"GBR","Grã-Bretanha","DIV","Saltos Ornamentais","Homens","Bronze","HARDING/LAUGHER","2024-08-02"
"GBR","Grã-Bretanha","SKB","Skate","Mulheres","Bronze","Sky BROWN","2024-08-06"
"GBR","Grã-Bretanha","SHO","Tiro Esportivo","Homens","Ouro","Nathan HALES","2024-07-30"
"GBR","Grã-Bretanha","SHO","Tiro Esportivo","Mulheres","Prata","Amber Jo RUTTER","2024-08-04"
"GBR","Grã-Bretanha","TRI","Triatlo","Homens","Ouro","Alex YEE","2024-07-31"
"GBR","Grã-Bretanha","TRI","Triatlo","Mulheres","Bronze","Beth POTTER","2024-07-31"
"GBR","Grã-Bretanha","TRI","Triatlo","Misto","Bronze","Great Britain","2024-08-05"
"GBR","Grã-Bretanha","SAL","Vela","Mulheres","Ouro","Eleanor ALDRIDGE","2024-08-08"
"GBR","Grã-Bretanha","SAL","Vela","Mulheres","Bronze","Emma WILSON","2024-08-03"
"FRA","França","BK3","Basquete 3x3","Homens","Prata","France","2024-08-05"
"FRA","França","BOX","Boxe","Homens","Prata","Billal BENNAMA","2024-08-08"
"FRA","França","BOX","Boxe","Homens","Prata","Sofiane OUMIHA","2024-08-07"
"FRA","França","BOX","Boxe","Homens","Bronze","Djamili-Dini ABOUDOU MOINDZE","2024-08-07"
"FRA","França","CSL","Canoagem Slalom","Homens","Ouro","Nicolas GESTIN","2024-07-29"
"FRA","França","CSL","Canoagem Slalom","Homens","Prata","Titouan CASTRYCK","2024-08-01"
"FRA","França","CSL","Canoagem Slalom","Mulheres","Prata","Angele HUG","2024-08-05"
"FRA","França","BMF","Ciclismo BMX Freestyle","Homens","Bronze","Anthony JEANJEAN","2024-07-31"
"FRA","França","BMX","Ciclismo BMX Racing","Homens","Ouro","Joris DAUDET","2024-08-02"
"FRA","França","BMX","Ciclismo BMX Racing","Homens","Prata","Sylvain ANDRE","2024-08-02"
"FRA","França","BMX","Ciclismo BMX Racing","Homens","Bronze","Romain MAHIEU","2024-08-02"
"FRA","França","CRD","Ciclismo de Estrada","Homens","Prata","Valentin MADOUAS","2024-08-03"
"FRA","França","CRD","Ciclismo de Estrada","Homens","Bronze","Christophe LAPORTE","2024-08-03"
"FRA","França","CTR","Ciclismo de Pista","Homens","Ouro","Benjamin THOMAS","2024-08-08"
"FRA","França","MTB","Ciclismo Mountain Bike","Mulheres","Ouro","Pauline FERRAND PREVOT","2024-07-28"
"FRA","França","MTB","Ciclismo Mountain Bike","Homens","Prata","Victor KORETZKY","2024-07-29"
"FRA","França","FEN","Esgrima","Mulheres","Ouro","Manon APITHY-BRUNET","2024-07-29"
"FRA","França","FEN","Esgrima","Mulheres","Prata","Auriane MALLO-BRETON","2024-07-27"
"FRA","França","FEN","Esgrima","Mulheres","Prata","Sara BALZER","2024-07-29"
"FRA","França","FEN","Esgrima","Homens","Prata","Yannick BOREL","2024-07-28"
"FRA","França","FEN","Esgrima","Mulheres","Prata","France","2024-07-30"
"FRA","França","FEN","Esgrima","Homens","Bronze","France","2024-08-04"
"FRA","França","FEN","Esgrima","Homens","Bronze","France","2024-07-31"
"FRA","França","FBL","Futebol","Homens","Prata","France","2024-08-09"
"FRA","França","EQU","Hipismo",NA,"Prata","France","2024-07-29"
"FRA","França","EQU","Hipismo",NA,"Bronze","France","2024-08-02"
"FRA","França","JUD","Judô","Homens","Ouro","Teddy RINER","2024-08-02"
"FRA","França","JUD","Judô","Misto","Ouro","France","2024-08-03"
"FRA","França","JUD","Judô","Homens","Prata","Luka MKHEIDZE","2024-07-27"
"FRA","França","JUD","Judô","Homens","Prata","Joan-Benjamin GABA","2024-07-29"
"FRA","França","JUD","Judô","Mulheres","Bronze","Shirine BOUKLI","2024-07-27"
"FRA","França","JUD","Judô","Mulheres","Bronze","Amandine BUCHARD","2024-07-28"
"FRA","França","JUD","Judô","Mulheres","Bronze","Sarah Leonie CYSIQUE","2024-07-29"
"FRA","França","JUD","Judô","Mulheres","Bronze","Clarisse AGBEGNENOU","2024-07-30"
"FRA","França","JUD","Judô","Mulheres","Bronze","Romane DICKO","2024-08-02"
"FRA","França","JUD","Judô","Homens","Bronze","Maxime-Gael NGAYAP HAMBOU","2024-07-31"
"FRA","França","SWM","Natação","Homens","Ouro","Leon MARCHAND","2024-07-31"
"FRA","França","SWM","Natação","Homens","Ouro","Leon MARCHAND","2024-08-02"
"FRA","França","SWM","Natação","Homens","Ouro","Leon MARCHAND","2024-07-28"
"FRA","França","SWM","Natação","Mulheres","Prata","Anastasiia KIRPICHNIKOVA","2024-07-31"
"FRA","França","SWM","Natação","Homens","Bronze","Florent MANAUDOU","2024-08-02"
"FRA","França","SWM","Natação","Homens","Bronze","France","2024-08-04"
"FRA","França","RU7","Rugby Sevens","Homens","Ouro","France","2024-07-27"
"FRA","França","SRF","Surfe","Homens","Ouro","Kauli VAAST","2024-08-05"
"FRA","França","SRF","Surfe","Mulheres","Bronze","Johanne DEFAY","2024-08-05"
"FRA","França","TKW","Taekwondo","Homens","Bronze","Cyrian RAVET","2024-08-07"
"FRA","França","TTE","Tênis de Mesa","Homens","Bronze","Felix LEBRUN","2024-08-04"
"FRA","França","TTE","Tênis de Mesa","Homens","Bronze","France","2024-08-09"
"FRA","França","ARC","Tiro com Arco","Homens","Prata","France","2024-07-29"
"FRA","França","ARC","Tiro com Arco","Mulheres","Bronze","Lisa BARBELIN","2024-08-03"
"FRA","França","SHO","Tiro Esportivo","Mulheres","Prata","Camille JEDRZEJEWSKI","2024-08-03"
"FRA","França","TRI","Triatlo","Mulheres","Ouro","Cassandre BEAUGRAND","2024-07-31"
"FRA","França","TRI","Triatlo","Homens","Bronze","Leo BERGERE","2024-07-31"
"FRA","França","SAL","Vela","Mulheres","Prata","Lauriane NOLOT","2024-08-08"
"FRA","França","SAL","Vela","Mulheres","Bronze","STEYAERT/PICON","2024-08-02"
"KOR","República da Coréia","BDM","Badminton","Mulheres","Ouro","AN Se Young","2024-08-05"
"KOR","República da Coréia","BDM","Badminton","Misto","Prata","KIM/JEONG","2024-08-02"
"KOR","República da Coréia","BOX","Boxe","Mulheres","Bronze","IM Aeji","2024-08-04"
"KOR","República da Coréia","FEN","Esgrima","Homens","Ouro","OH Sanguk","2024-07-27"
"KOR","República da Coréia","FEN","Esgrima","Homens","Ouro","Korea","2024-07-31"
"KOR","República da Coréia","FEN","Esgrima","Mulheres","Prata","Korea","2024-08-03"
"KOR","República da Coréia","JUD","Judô","Mulheres","Prata","HUH Mimi","2024-07-29"
"KOR","República da Coréia","JUD","Judô","Homens","Prata","KIM Minjong","2024-08-02"
"KOR","República da Coréia","JUD","Judô","Mulheres","Bronze","KIM Hayun","2024-08-02"
"KOR","República da Coréia","JUD","Judô","Homens","Bronze","LEE Joonhwan","2024-07-30"
"KOR","República da Coréia","JUD","Judô","Misto","Bronze","Korea","2024-08-03"
"KOR","República da Coréia","SWM","Natação","Homens","Bronze","KIM Woomin","2024-07-27"
"KOR","República da Coréia","TKW","Taekwondo","Homens","Ouro","PARK Taejoon","2024-08-07"
"KOR","República da Coréia","TKW","Taekwondo","Mulheres","Ouro","KIM Yujin","2024-08-08"
"KOR","República da Coréia","TTE","Tênis de Mesa","Misto","Bronze","LIM/SHIN","2024-07-30"
"KOR","República da Coréia","ARC","Tiro com Arco","Homens","Ouro","KIM Woojin","2024-08-04"
"KOR","República da Coréia","ARC","Tiro com Arco","Mulheres","Ouro","LIM Sihyeon","2024-08-03"
"KOR","República da Coréia","ARC","Tiro com Arco","Homens","Ouro","Korea","2024-07-29"
"KOR","República da Coréia","ARC","Tiro com Arco","Mulheres","Ouro","Korea","2024-07-28"
"KOR","República da Coréia","ARC","Tiro com Arco","Misto","Ouro","Korea","2024-08-02"
"KOR","República da Coréia","ARC","Tiro com Arco","Mulheres","Prata","NAM Suhyeon","2024-08-03"
"KOR","República da Coréia","ARC","Tiro com Arco","Homens","Bronze","LEE Wooseok","2024-08-04"
"KOR","República da Coréia","SHO","Tiro Esportivo","Mulheres","Ouro","BAN Hyojin","2024-07-29"
"KOR","República da Coréia","SHO","Tiro Esportivo","Mulheres","Ouro","OH Ye Jin","2024-07-28"
"KOR","República da Coréia","SHO","Tiro Esportivo","Mulheres","Ouro","YANG Jiin","2024-08-03"
"KOR","República da Coréia","SHO","Tiro Esportivo","Homens","Prata","CHO Yeongjae","2024-08-05"
"KOR","República da Coréia","SHO","Tiro Esportivo","Mulheres","Prata","KIM Yeji","2024-07-28"
"KOR","República da Coréia","SHO","Tiro Esportivo","Misto","Prata","Korea 1","2024-07-27"
"NED","Países Baixos","ATH","Atletismo","Misto","Ouro","Netherlands","2024-08-03"
"NED","Países Baixos","ATH","Atletismo","Mulheres","Bronze","Sifan HASSAN","2024-08-05"
"NED","Países Baixos","ATH","Atletismo","Mulheres","Bronze","Sifan HASSAN","2024-08-09"
"NED","Países Baixos","ATH","Atletismo","Mulheres","Bronze","Femke BOL","2024-08-08"
"NED","Países Baixos","BK3","Basquete 3x3","Homens","Ouro","Netherlands","2024-08-05"
"NED","Países Baixos","BMX","Ciclismo BMX Racing","Mulheres","Prata","Manon VEENSTRA","2024-08-02"
"NED","Países Baixos","CRD","Ciclismo de Estrada","Mulheres","Prata","Marianne VOS","2024-08-04"
"NED","Países Baixos","CTR","Ciclismo de Pista","Homens","Ouro","Netherlands","2024-08-06"
"NED","Países Baixos","CTR","Ciclismo de Pista","Homens","Ouro","Harrie LAVREYSEN","2024-08-09"
"NED","Países Baixos","CTR","Ciclismo de Pista","Mulheres","Prata","Hetty van de WOUW","2024-08-08"
"NED","Países Baixos","CTR","Ciclismo de Pista","Mulheres","Bronze","van BELLE/van der DUI","2024-08-09"
"NED","Países Baixos","EQU","Hipismo",NA,"Bronze","Maikel van der VLEUTEN","2024-08-06"
"NED","Países Baixos","HOC","Hóquei sobre Grama","Homens","Ouro","Netherlands","2024-08-08"
"NED","Países Baixos","HOC","Hóquei sobre Grama","Mulheres","Ouro","Netherlands","2024-08-09"
"NED","Países Baixos","OWS","Maratona Aquática","Mulheres","Ouro","Sharon van ROUWENDAAL","2024-08-08"
"NED","Países Baixos","SWM","Natação","Mulheres","Bronze","Tes SCHOUTEN","2024-08-01"
"NED","Países Baixos","SWM","Natação","Homens","Bronze","Caspar CORBEAU","2024-07-31"
"NED","Países Baixos","ROW","Remo","Mulheres","Ouro","CLEVERING/MEESTER","2024-08-02"
"NED","Países Baixos","ROW","Remo","Mulheres","Ouro","Netherlands","2024-08-01"
"NED","Países Baixos","ROW","Remo","Mulheres","Ouro","Karolien FLORIJN","2024-08-03"
"NED","Países Baixos","ROW","Remo","Homens","Ouro","Netherlands","2024-07-31"
"NED","Países Baixos","ROW","Remo","Homens","Prata","TWELLAAR/BROENINK","2024-08-01"
"NED","Países Baixos","ROW","Remo","Mulheres","Prata","Netherlands","2024-07-31"
"NED","Países Baixos","ROW","Remo","Homens","Prata","Netherlands","2024-08-03"
"NED","Países Baixos","ROW","Remo","Homens","Bronze","Simon van DORP","2024-08-03"
"NED","Países Baixos","SAL","Vela","Mulheres","Ouro","Marit BOUWMEESTER","2024-08-07"
"NED","Países Baixos","SAL","Vela","Mulheres","Ouro","AANHOLT/DUETZ","2024-08-02"
"NED","Países Baixos","SAL","Vela","Homens","Bronze","Luuc van OPZEELAND","2024-08-03"
"NED","Países Baixos","SAL","Vela","Mulheres","Bronze","Annelous LAMMERTS","2024-08-08"
"GER","Alemanha","ATH","Atletismo","Mulheres","Ouro","Yemisi OGUNLEYE","2024-08-09"
"GER","Alemanha","ATH","Atletismo","Homens","Prata","Leo NEUGEBAUER","2024-08-02"
"GER","Alemanha","ATH","Atletismo","Mulheres","Prata","Malaika MIHAMBO","2024-08-08"
"GER","Alemanha","ATH","Atletismo","Mulheres","Bronze","Germany","2024-08-09"
"GER","Alemanha","BK3","Basquete 3x3","Mulheres","Ouro","Germany","2024-08-05"
"GER","Alemanha","BOX","Boxe","Homens","Bronze","Nelvie Raman TIAFACK","2024-08-07"
"GER","Alemanha","CSL","Canoagem Slalom","Mulheres","Prata","Elena LILIK","2024-07-31"
"GER","Alemanha","CSL","Canoagem Slalom","Homens","Bronze","Noah HEGGE","2024-08-05"
"GER","Alemanha","CSP","Canoagem Velocidade","Homens","Ouro","SCHOPF/LEMKE","2024-08-09"
"GER","Alemanha","CSP","Canoagem Velocidade","Homens","Ouro","Germany","2024-08-08"
"GER","Alemanha","CSP","Canoagem Velocidade","Mulheres","Prata","Germany","2024-08-08"
"GER","Alemanha","CSP","Canoagem Velocidade","Mulheres","Bronze","PASZEK/HAKE","2024-08-09"
"GER","Alemanha","CTR","Ciclismo de Pista","Mulheres","Bronze","Germany","2024-08-05"
"GER","Alemanha","FBL","Futebol","Mulheres","Bronze","Germany","2024-08-09"
"GER","Alemanha","GRY","Ginástica Rítmica","Mulheres","Ouro","Darja VARFOLOMEEV","2024-08-09"
"GER","Alemanha","EQU","Hipismo",NA,"Ouro","Michael JUNG","2024-07-29"
"GER","Alemanha","EQU","Hipismo",NA,"Ouro","Germany","2024-08-03"
"GER","Alemanha","EQU","Hipismo",NA,"Ouro","Jessica von BREDOW-WERNDL","2024-08-04"
"GER","Alemanha","EQU","Hipismo",NA,"Ouro","Christian KUKUK","2024-08-06"
"GER","Alemanha","EQU","Hipismo",NA,"Prata","Isabell WERTH","2024-08-04"
"GER","Alemanha","HOC","Hóquei sobre Grama","Homens","Prata","Germany","2024-08-08"
"GER","Alemanha","JUD","Judô","Mulheres","Prata","Miriam BUTKEREIT","2024-07-31"
"GER","Alemanha","OWS","Maratona Aquática","Homens","Prata","Oliver KLEMET","2024-08-09"
"GER","Alemanha","SWM","Natação","Homens","Ouro","Lukas MAERTENS","2024-07-27"
"GER","Alemanha","SWM","Natação","Mulheres","Bronze","Isabel GOSE","2024-07-31"
"GER","Alemanha","ROW","Remo","Homens","Ouro","Oliver ZEIDLER","2024-08-03"
"GER","Alemanha","ROW","Remo","Mulheres","Bronze","Germany","2024-07-31"
"GER","Alemanha","ARC","Tiro com Arco","Misto","Prata","Germany","2024-08-02"
"GER","Alemanha","TRI","Triatlo","Misto","Ouro","Germany","2024-08-05"
"ITA","Itália","ATH","Atletismo","Mulheres","Prata","Nadia BATTOCLETTI","2024-08-09"
"ITA","Itália","ATH","Atletismo","Homens","Bronze","Mattia FURLANI","2024-08-06"
"ITA","Itália","ATH","Atletismo","Homens","Bronze","Andy DIAZ HERNANDEZ","2024-08-09"
"ITA","Itália","CSL","Canoagem Slalom","Homens","Ouro","Giovanni de GENNARO","2024-08-01"
"ITA","Itália","CSP","Canoagem Velocidade","Homens","Prata","CASADEI/TACCHINI","2024-08-08"
"ITA","Itália","CRD","Ciclismo de Estrada","Homens","Prata","Filippo GANNA","2024-07-27"
"ITA","Itália","CTR","Ciclismo de Pista","Mulheres","Ouro","CONSONNI/GUAZZINI","2024-08-09"
"ITA","Itália","CTR","Ciclismo de Pista","Homens","Bronze","Italy","2024-08-07"
"ITA","Itália","FEN","Esgrima","Mulheres","Ouro","Italy","2024-07-30"
"ITA","Itália","FEN","Esgrima","Homens","Prata","Filippo MACCHI","2024-07-29"
"ITA","Itália","FEN","Esgrima","Mulheres","Prata","Italy","2024-08-01"
"ITA","Itália","FEN","Esgrima","Homens","Prata","Italy","2024-08-04"
"ITA","Itália","FEN","Esgrima","Homens","Bronze","Luigi SAMELE","2024-07-27"
"ITA","Itália","GAR","Ginástica Artística","Mulheres","Ouro","Alice D'AMATO","2024-08-05"
"ITA","Itália","GAR","Ginástica Artística","Mulheres","Prata","Italy","2024-07-30"
"ITA","Itália","GAR","Ginástica Artística","Mulheres","Bronze","Manila ESPOSITO","2024-08-05"
"ITA","Itália","GRY","Ginástica Rítmica","Mulheres","Bronze","Sofia RAFFAELI","2024-08-09"
"ITA","Itália","JUD","Judô","Mulheres","Ouro","Alice BELLANDI","2024-08-01"
"ITA","Itália","WLF","Levantamento de Peso","Homens","Bronze","Antonino PIZZOLATO","2024-08-09"
"ITA","Itália","OWS","Maratona Aquática","Mulheres","Bronze","Ginevra TADDEUCCI","2024-08-08"
"ITA","Itália","SWM","Natação","Homens","Ouro","Thomas CECCON","2024-07-29"
"ITA","Itália","SWM","Natação","Homens","Ouro","Nicolo MARTINENGHI","2024-07-28"
"ITA","Itália","SWM","Natação","Homens","Prata","Gregorio PALTRINIERI","2024-08-04"
"ITA","Itália","SWM","Natação","Homens","Bronze","Gregorio PALTRINIERI","2024-07-30"
"ITA","Itália","SWM","Natação","Homens","Bronze","Italy","2024-07-27"
"ITA","Itália","ROW","Remo","Homens","Prata","OPPO/SOARES","2024-08-02"
"ITA","Itália","ROW","Remo","Homens","Prata","Italy","2024-07-31"
"ITA","Itália","TKW","Taekwondo","Homens","Bronze","Simone ALESSIO","2024-08-09"
"ITA","Itália","TEN","Tênis","Mulheres","Ouro","ERRANI/PAOLINI","2024-08-04"
"ITA","Itália","TEN","Tênis","Homens","Bronze","Lorenzo MUSETTI","2024-08-03"
"ITA","Itália","SHO","Tiro Esportivo","Misto","Ouro","Italy 1","2024-08-05"
"ITA","Itália","SHO","Tiro Esportivo","Homens","Prata","Federico Nilo MALDINI","2024-07-28"
"ITA","Itália","SHO","Tiro Esportivo","Mulheres","Prata","Silvana Maria STANCO","2024-07-31"
"ITA","Itália","SHO","Tiro Esportivo","Homens","Bronze","Paolo MONNA","2024-07-28"
"ITA","Itália","SAL","Vela","Mulheres","Ouro","Marta MAGGETTI","2024-08-03"
"ITA","Itália","SAL","Vela","Misto","Ouro","TITA/BANTI","2024-08-08"
"CAN","Canadá","ATH","Atletismo","Homens","Ouro","Ethan KATZBERG","2024-08-04"
"CAN","Canadá","ATH","Atletismo","Homens","Ouro","Canada","2024-08-09"
"CAN","Canadá","ATH","Atletismo","Mulheres","Ouro","Camryn ROGERS","2024-08-06"
"CAN","Canadá","ATH","Atletismo","Mulheres","Bronze","Alysha NEWMAN","2024-08-07"
"CAN","Canadá","BOX","Boxe","Homens","Bronze","Wyatt SANFORD","2024-08-04"
"CAN","Canadá","CSP","Canoagem Velocidade","Mulheres","Bronze","MACKENZIE/VINCENT","2024-08-09"
"CAN","Canadá","FEN","Esgrima","Mulheres","Bronze","Eleanor HARVEY","2024-07-28"
"CAN","Canadá","GTR","Ginástica de Trampolim","Mulheres","Bronze","Sophiane METHOT","2024-08-02"
"CAN","Canadá","JUD","Judô","Mulheres","Ouro","Christa DEGUCHI","2024-07-29"
"CAN","Canadá","WLF","Levantamento de Peso","Mulheres","Prata","Maude CHARRON","2024-08-08"
"CAN","Canadá","SWM","Natação","Mulheres","Ouro","Summer McINTOSH","2024-08-01"
"CAN","Canadá","SWM","Natação","Mulheres","Ouro","Summer McINTOSH","2024-08-03"
"CAN","Canadá","SWM","Natação","Mulheres","Ouro","Summer McINTOSH","2024-07-29"
"CAN","Canadá","SWM","Natação","Mulheres","Prata","Summer McINTOSH","2024-07-27"
"CAN","Canadá","SWM","Natação","Homens","Prata","Josh LIENDO","2024-08-03"
"CAN","Canadá","SWM","Natação","Mulheres","Bronze","Kylie MASSE","2024-08-02"
"CAN","Canadá","SWM","Natação","Homens","Bronze","Ilya KHARUN","2024-08-03"
"CAN","Canadá","SWM","Natação","Homens","Bronze","Ilya KHARUN","2024-07-31"
"CAN","Canadá","ROW","Remo","Mulheres","Prata","Canada","2024-08-03"
"CAN","Canadá","RU7","Rugby Sevens","Mulheres","Prata","Canada","2024-07-30"
"CAN","Canadá","DIV","Saltos Ornamentais","Homens","Bronze","WIENS/ZSOMBOR-MURRAY","2024-07-29"
"CAN","Canadá","TKW","Taekwondo","Mulheres","Bronze","Skylar PARK","2024-08-08"
"CAN","Canadá","TEN","Tênis","Misto","Bronze","DABROWSKI/AUGER-ALIAS","2024-08-02"
"CAN","Canadá","VBV","Vôlei de Praia","Mulheres","Prata","MELISSA/BRANDIE","2024-08-09"
"NZL","Nova Zelândia","ATH","Atletismo","Mulheres","Prata","Maddison-Lee WESCHE","2024-08-09"
"NZL","Nova Zelândia","CSL","Canoagem Slalom","Homens","Ouro","Finn BUTCHER","2024-08-05"
"NZL","Nova Zelândia","CSP","Canoagem Velocidade","Mulheres","Ouro","CARRINGTON/HOSKIN","2024-08-09"
"NZL","Nova Zelândia","CSP","Canoagem Velocidade","Mulheres","Ouro","New Zealand","2024-08-08"
